Col122,-1.785485744
Col10,-1.776131511
Col196,1.576311827
Col82,1.252224684
Col5574,1.146185637
Col7121,1.146185637
Col200,-1.099713683
Col171,1.082838774
Col17,0.96610105
Col3965,0.937741578
Col159,-0.902475238
Col332,-0.888286412
Col104,-0.824812412
Col206,0.782716572
Col77,0.734548688
Col170,-0.641418159
Col108,-0.629885554
Col30,-0.601933062
Col3798,0.582147658
Col67,-0.529199064
Col146,-0.474256098
Col2018,-0.424584299
Col2961,0.412394881
Col25,-0.401565999
Col233,-0.393483609
Col1008,0.373748779
Col70,-0.354382783
Col71,-0.343466699
Col139,0.337999791
Col126,0.335295349
Col5242,-0.331605196
Col164,0.329724878
Col1142,0.325782865
Col190,0.324736506
Col204,0.318827569
Col5419,-0.28582558
Col214,0.274111241
Col3682,0.273249358
Col8524,0.262565404
Col132,0.242787093
Col186,0.235526502
Col84,0.23303692
Col161,0.226340398
Col4105,0.21624963
Col1950,0.2115767
Col124,0.19178544
Col5287,-0.190347627
Col87,-0.179257631
Col205,0.176246777
Col111,-0.175983533
Col543,-0.173307121
Col85,-0.172493041
Col157,-0.167915732
Col4,0.166452393
Col221,0.156944409
Col259,-0.148199528
Col2504,-0.146195456
Col4237,-0.139493883
Col760,-0.135879397
Col1663,0.132585347
Col2100,0.132585347
Col2742,0.132585347
Col2441,0.125499129
Col4885,0.125499129
Col39,0.123341888
Col227,-0.119311325
Col3182,0.118601203
Col5536,0.118601203
Col3367,-0.110759348
Col44,0.10491664
Col172,0.10012196
Col69,0.097023666
Col12,-0.086499862
Col9,0.083550692
Col2775,0.080405779
Col208,0.078407913
Col1316,-0.074077018
Col1272,-0.069313712
Col2250,-0.069313712
Col5448,-0.069313712
Col6,0.06836307
Col217,0.065577157
Col155,0.064832635
Col1123,-0.063649617
Col121,-0.062744953
Col102,0.062241971
Col76,0.061233256
Col2796,-0.055175737
Col173,-0.051650915
Col2026,-0.044527721
Col2190,-0.044527721
Col2608,0.044201851
Col2512,0.031424887
Col4640,0.031424887
Col4749,0.031424887
Col4985,0.031424887
Col4999,0.031424887
Col5036,0.031424887
Col5063,0.031424887
Col5082,0.031424887
Col5100,0.031424887
Col5131,0.031424887
Col5151,0.031424887
Col5170,0.031424887
Col5196,0.031424887
Col5215,0.031424887
Col143,-0.028502055
Col367,-0.02784556
Col156,-0.025787454
Col5440,-0.023032969
Col151,0.016466508
Col1382,-0.011138024
Col3853,-0.011138024
Col7419,0.004380928
Col3517,0.001764627
Col203,0.001481636
Col1406,0.000552851
